Recency,Frequency,Monetary,CustomerID
-0.18545429314421233,0.6133119978948424,1.4088873223374063,12348.0
-0.811401300628618,-0.8301205927100848,1.352216682696941,12349.0
2.4412876132635617,-0.8301205927100848,-0.6798019820631455,12350.0
-0.6213816733565662,2.5378887853680787,2.420934421787183,12352.0
1.2564593490966507,-0.8301205927100848,-1.0301918779505257,12353.0
1.5694328528388537,-0.8301205927100848,0.3839326244409228,12354.0
1.3682356004331517,-0.8301205927100848,-0.5013230212403152,12355.0
-0.7666908000940176,0.1321678010265333,2.8569799405526553,12356.0
-1.0014209279006698,-0.34897639584177576,0.5105241817733396,12358.0
-0.4425396712181647,0.1321678010265333,2.6437047215278064,12360.0
2.1842022351896095,-0.8301205927100848,-0.8861236607743372,12361.0
0.2057625865335412,-0.34897639584177576,-0.3691058070627626,12363.0
-0.9343551770987691,0.6133119978948424,0.7176168895952859,12364.0
2.22891273572421,-0.34897639584177576,-0.24148621091600608,12365.0
-0.9790656776333695,-0.8301205927100848,-0.9161081261925726,12367.0
-0.5207830471537154,-0.34897639584177576,1.5384202129441835,12371.0
-0.21898716854516265,0.1321678010265333,0.6961137443953515,12372.0
2.452465238397212,-0.8301205927100848,-0.6366814651283497,12373.0
-0.7443355498267175,-0.8301205927100848,-0.09648990314353872,12374.0
-0.9008223016978189,-0.34897639584177576,-0.5040359014448222,12375.0
2.497175738931812,-0.34897639584177576,1.1674124275025497,12377.0
-0.10721091720866163,-0.34897639584177576,0.05958637851680977,12379.0
-0.7778684252276677,0.6133119978948424,2.733301159860867,12380.0
-0.9678880524997194,1.0944561947631515,1.4775231915114337,12381.0
1.0440844715572988,1.0944561947631515,1.4850193078659926,12383.0
-0.699625049292117,-0.34897639584177576,-0.32160184685015814,12384.0
-0.8449341760295683,1.5756003916314605,2.8130455595565076,12388.0
-0.12956616747596184,-0.8301205927100848,-0.37218992350578106,12390.0
-0.7778684252276677,-0.8301205927100848,-0.5295084187334566,12391.0
-0.21898716854516265,0.6133119978948424,1.1024175291293081,12393.0
-0.30840816961436346,-0.34897639584177576,0.6596183664862991,12394.0
-0.6213816733565662,-0.34897639584177576,2.2836626834391276,12397.0
-0.5096054220200653,-0.8301205927100848,1.1781782784193828,12398.0
0.3063612127363921,0.6133119978948424,0.4256967012734651,12399.0
2.363044237328011,-0.8301205927100848,-1.0369026868774642,12401.0
2.586596740001013,-0.8301205927100848,-0.8351500695633368,12402.0
-0.46489492148546485,-0.8301205927100848,-0.546585285704985,12403.0
0.6416899667458952,-0.8301205927100848,1.284880140357704,12405.0
-0.46489492148546485,1.0944561947631515,1.2816389624291613,12407.0
-0.6549145487575166,1.0944561947631515,2.9670943202219098,12408.0
2.4301099881299115,-0.34897639584177576,-0.16731035479803794,12410.0
-0.18545429314421233,0.1321678010265333,0.5945092415781308,12412.0
-0.27487529421341317,0.1321678010265333,-0.0748296964580801,12413.0
1.401768475834102,0.1321678010265333,-0.3542420792054374,12414.0
0.23929546193449153,-0.8301205927100848,-0.20264918904095816,12418.0
-0.30840816961436346,-0.8301205927100848,-0.3000130317490286,12420.0
