Recency,Frequency,Monetary,CustomerID,Cluster
-0.1854542931442123,0.6133119978948424,1.408887322337406,12348,1
-0.6213816733565662,2.537888785368079,2.420934421787183,12352,1
-0.7666908000940176,0.1321678010265333,2.856979940552655,12356,1
-0.4425396712181647,0.1321678010265333,2.643704721527806,12360,1
-0.9343551770987691,0.6133119978948424,0.7176168895952859,12364,1
-0.5207830471537154,-0.3489763958417758,1.538420212944184,12371,1
-0.7778684252276677,0.6133119978948424,2.733301159860867,12380,1
-0.9678880524997194,1.094456194763151,1.477523191511434,12381,1
1.044084471557299,1.094456194763151,1.485019307865993,12383,1
-0.8449341760295683,1.57560039163146,2.813045559556508,12388,1
-0.2189871685451626,0.6133119978948424,1.102417529129308,12393,1
-0.6213816733565662,-0.3489763958417758,2.283662683439128,12397,1
-0.4648949214854649,1.094456194763151,1.281638962429161,12407,1
-0.6549145487575166,1.094456194763151,2.96709432022191,12408,1
-1.01259855303432,2.537888785368079,1.497512835123591,12423,1
-0.8672894262968686,-0.3489763958417758,2.993223640086371,12438,1
-0.2078095434115125,1.57560039163146,2.364991976306875,12455,1
-0.2860529193470632,2.056744588499769,2.217025778626316,12457,1
-0.4313620460845146,0.6133119978948424,0.7628505974262241,12463,1
-0.9119999268314689,2.537888785368079,0.57333449766611,12464,1
-0.8337565508959183,2.537888785368079,2.390864286467752,12483,1
-0.8449341760295683,2.056744588499769,0.6219521665942492,12494,1
-0.7108026744257671,1.094456194763151,2.386038215367103,12517,1
-1.01259855303432,1.094456194763151,1.779623819758589,12518,1
-0.1407437926096119,1.094456194763151,2.604011000640809,12520,1
-0.811401300628618,3.981321375973006,1.398221419638634,12523,1
-0.9231775519651191,1.57560039163146,1.603415111317425,12528,1
-0.3531186701489639,0.6133119978948424,1.216187157916213,12530,1
-0.9678880524997194,0.1321678010265333,1.889738199427843,12560,1
-0.6213816733565662,1.094456194763151,0.7215148700996565,12576,1
-0.7890460503613178,-0.3489763958417758,2.832821028415678,12578,1
-0.9790656776333695,3.019032982236387,2.181215759926823,12584,1
-0.9119999268314689,2.537888785368079,3.159180517017872,12598,1
-0.699625049292117,2.056744588499769,0.3170815448751233,12599,1
-0.699625049292117,3.500177179104697,2.553722768639368,12600,1
-0.7666908000940176,1.094456194763151,1.840520841191339,12610,1
-1.00142092790067,0.6133119978948424,2.114164783924902,12615,1
1.345880350165852,-0.3489763958417758,2.674774339027845,12625,1
-0.364296295282614,0.6133119978948424,1.932530315074724,12633,1
-0.6437369236238665,0.6133119978948424,1.377389355331393,12645,1
0.6416899667458952,-0.3489763958417758,1.99802495453827,12653,1
-0.9008223016978189,0.6133119978948424,1.188915572702484,12657,1
0.6640452170131954,0.1321678010265333,2.760744084876985,12669,1
-0.9119999268314689,1.094456194763151,3.120586226529543,12670,1
-0.587848797955616,0.6133119978948424,1.656416223523373,12674,1
-0.7443355498267175,1.57560039163146,0.7437319311428827,12676,1
-0.9343551770987691,2.056744588499769,2.103370376374337,12684,1
-0.7108026744257671,1.57560039163146,2.930727447164649,12685,1
-0.7108026744257671,1.57560039163146,0.3216791629059194,12691,1
-0.9455328022324192,2.537888785368079,2.185056627163731,12704,1
-0.6884474241584669,3.500177179104697,2.716309962790534,12708,1
-0.6660921738911667,1.57560039163146,2.635237679626372,12721,1
-0.7108026744257671,2.056744588499769,2.56808675540639,12726,1
1.614143353373454,0.1321678010265333,3.141561074005442,12754,1
0.2840059624690919,-0.3489763958417758,2.828651759890856,12758,1
-0.4425396712181647,0.1321678010265333,1.02936966004374,12759,1
-0.9343551770987691,-0.3489763958417758,1.553498115554496,12762,1
-0.8337565508959183,1.094456194763151,0.8217629328146239,12775,1
-0.8002236754949679,1.57560039163146,0.01673714960246471,12778,1
-0.9678880524997194,1.094456194763151,2.17089253683283,12782,1
-1.00142092790067,1.57560039163146,2.020955931424787,12783,1
-0.1854542931442123,1.094456194763151,1.355000954485777,12823,1
-0.9902433027670197,2.056744588499769,0.9483830467807727,12826,1
-0.9902433027670197,1.57560039163146,0.2972775193822222,12828,1
-0.364296295282614,0.6133119978948424,2.569885823331484,12836,1
0.5858018410776447,0.6133119978948424,2.736099709966569,12840,1
-0.2860529193470632,2.537888785368079,1.273271868745787,12843,1
0.4852032148747937,1.57560039163146,1.637140495754507,12853,1
-0.9343551770987691,1.57560039163146,1.942239570543487,12856,1
1.055262096690949,1.57560039163146,1.13734229218312,12868,1
-0.375473920416264,-0.3489763958417758,2.00969033941765,12876,1
-0.8896446765641687,1.094456194763151,3.011728338744482,12906,1
-0.5766711728219659,1.094456194763151,1.953505162550623,12909,1
-0.9902433027670197,1.094456194763151,1.216215714549945,12912,1
-0.9678880524997194,1.094456194763151,2.388936713690866,12913,1
0.5299137154093941,0.6133119978948424,3.04762402734517,12916,1
-0.9343551770987691,1.57560039163146,0.7491576915518967,12919,1
-0.6325592984902164,1.094456194763151,1.787919521857635,12928,1
-1.00142092790067,2.056744588499769,1.927847027142733,12935,1
-0.8561118011632184,0.6133119978948424,0.9905754731192896,12937,1
0.5858018410776447,1.57560039163146,1.132958848905311,12947,1
-0.8449341760295683,2.056744588499769,1.791132143152445,12948,1
-1.00142092790067,0.1321678010265333,1.474224900315428,12950,1
-0.9231775519651191,1.57560039163146,0.3620439646856107,12951,1
-0.9567104273660694,0.6133119978948424,0.8242616382661435,12952,1
-0.9343551770987691,2.537888785368079,1.493686246203549,12963,1
